,Probability Threshold,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
23,0.73,10,10,60.19793459552496,2.0508289092127714,4393418550.170806,-0.019436389417025884,1.5976478532103902,-1.1782233115335665,0.49279379667503737,11.040380047505938,0.7754558580744839,0.01676170793970478,4470.218693282672,-2179.7131263370984,2798,4648,2.0,1.0
24,0.74,10,10,60.1869606903164,2.1318328822599804,1717526643.6877606,-0.018871747901612255,1.6440104391714152,-1.1658119280486354,0.5253347555778141,9.909738717339668,0.7814142347123035,0.01699947836105717,4128.110212759424,-1936.4136124887837,2511,4172,2.0,1.0
25,0.75,10,10,59.97252747252747,2.194025693085878,253316954.45010486,-0.018502309919973862,1.6780491596251585,-1.1459275336503771,0.5476826645420663,8.646080760095012,0.7849383897143074,0.01719496660513132,3663.1813154617207,-1669.6164165285995,2183,3640,2.0,1.0
26,0.76,10,10,60.766482624228644,2.35401865275031,67734440.65247875,-0.017568597965374137,1.7239019906497468,-1.1342519239299678,0.6025476779468253,7.31353919239905,0.7954262057834135,0.017517777064511044,3225.4206245056766,-1370.1763241074011,1871,3079,2.0,1.0
27,0.77,10,10,60.39138943248532,2.415024743320495,6184139.600602701,-0.01715817461828892,1.7798277555181035,-1.1236778081662089,0.6297895439922624,6.068883610451306,0.7985758896212821,0.01790226230527311,2746.2742267644335,-1137.1619418642033,1543,2555,2.0,1.0
28,0.78,10,10,61.940650023551584,2.6213024515845524,1629760.2610677534,-0.016309174311278506,1.8067767416395197,-1.121764649113363,0.6921929245277302,5.042755344418052,0.8018842956187329,0.018063420818903064,2375.9114152559687,-906.3858364835972,1315,2123,2.0,1.0
29,0.79,10,10,62.93746414228342,2.849194927768425,337456.55734118255,-0.015280257086149907,1.8339378530567816,-1.093041274270925,0.7491251644430703,4.140142517814727,0.8186215902680906,0.018058797784843487,2011.8298248032893,-706.1046631790176,1097,1743,2.0,1.0
30,0.8,10,10,63.065693430656935,2.99850053821738,47491.34577867958,-0.014171507011402589,1.9179232755573359,-1.092170204102114,0.8061661217561084,3.2541567695961997,0.8424184367148226,0.018566451019693786,1657.085710081538,-552.6381232756696,864,1370,2.0,1.0
31,0.81,10,10,64.48430493273543,3.177416104617839,11115.05701461969,-0.013217358024432427,1.9383843880063356,-1.1076422555217031,0.8565668536232831,2.648456057007126,0.8650996244961123,0.018832195803891498,1393.6983749765552,-438.6263331865944,719,1115,2.0,1.0
32,0.82,10,10,68.51015801354401,3.854917255867956,5346.663053048233,-0.01152953491432893,1.953178185215559,-1.1023291506815984,0.9910037532569735,2.1045130641330165,0.8751404581715121,0.018772875848354513,1185.5791584258445,-307.54983304016594,607,886,2.0,1.0
33,0.83,10,10,71.83499288762447,4.788506345987838,2229.6566438157834,-0.010377242542498824,1.969830203032673,-1.0491918603557349,1.1195224241551414,1.6738095238095239,0.8484696895528484,0.018456763261514835,994.7642525314999,-207.73998835043548,505,703,2.0,1.0
34,0.84,10,10,74.29111531190927,5.748084372155398,718.3386212718854,-0.008595537396187063,2.067086353993066,-1.0391760471367995,1.2685009351770706,1.2595238095238095,0.8510219095171625,0.018823147507294958,812.3649371192752,-141.32794241060475,393,529,2.0,1.0
35,0.85,10,10,75.0599520383693,6.806754935870984,267.8902549485228,-0.008565937642533406,2.1346612865058394,-0.9438432130051074,1.3668807878268505,0.9928571428571429,0.7391125625634397,0.018696283327014743,668.1489826763277,-98.15969415253117,313,417,2.0,1.0
36,0.86,10,10,75.8957654723127,7.907907737094422,92.08044290664431,-0.008301712447936873,2.265148037349322,-0.9019016842259755,1.5017549448523448,0.7309523809523809,0.6001714203814399,0.018980408047926754,527.779492702392,-66.74072463272218,233,307,2.0,1.0
37,0.87,10,10,77.72925764192141,8.914642362364686,35.514541567278386,-0.011417808899596498,2.3022864750558276,-0.9013744915431434,1.58880739515824,0.5452380952380952,0.3601326738410306,0.01900498126664561,409.80699255993727,-45.970099068700314,178,229,2.0,1.0
38,0.88,10,10,76.77419354838709,8.157699025231755,11.335912569178117,-0.013004285263975415,2.3721252323999718,-0.9612014020351133,1.597933239886016,0.3743961352657005,0.3091802063338252,0.01981595562992137,282.2829026555966,-34.603250473264076,119,155,2.0,1.0
