,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
55,6,6,55.92417061611374,1.3779869823669118,1.572867955174732,-0.02417989343509702,1.4929751266802131,-1.374695516405858,0.2290255067418025,0.5084337349397591,0.7324161696625326,0.016904079320223055,176.17106494826515,-127.8466830257448,118,211,2.0,1.0
56,7,6,60.47904191616767,1.3586163578202868,1.4456439586084162,-0.01775895178806253,1.4887799302107378,-1.676915212702886,0.23766687971792827,0.4073170731707317,0.9923632550580503,0.018342739191433057,150.36677295128453,-110.67640403839047,101,167,2.0,0.8571428571428571
57,8,6,68.24324324324324,1.6183923164680156,1.7512938863256189,-0.015271457669790697,1.5260639074779665,-2.0263405204447786,0.3979354742862836,0.3566265060240964,1.0490580273046546,0.019327679489192767,154.1324546552746,-95.2380044609046,101,148,2.0,0.75
58,9,6,66.66666666666666,1.3524559371269327,1.4044826021176324,-0.012917544043962012,1.5453356282856088,-2.285228798756161,0.2684808192716856,0.33658536585365856,1.3404399279270662,0.020984732174117077,142.170877802276,-105.12052474278339,92,138,2.0,0.6666666666666666
59,10,6,68.85245901639344,1.6124046350512966,1.6019058775457644,-0.012637871899858391,1.5587266699289928,-2.1369365034672665,0.40761846837933796,0.30808080808080807,1.260007653375965,0.020366322030846536,130.9330402740354,-81.20358713175612,84,122,2.0,0.6
60,1,7,14.004078857919783,1.0052297000418031,0.9909292166491114,-0.168019776710961,0.9971774389151182,-0.16154139440680268,0.0007265047531672232,3.52757793764988,0.1189903673474176,0.005230205651731909,205.41855241651436,-204.3498639246054,206,1471,2.0,7.0
61,2,7,27.109515260323157,1.2242673844266754,1.4093164648227,-0.07523952385264807,1.3323384353194399,-0.4047521745215047,0.06616466943896679,1.3486682808716708,0.25702386611966466,0.009619208997048517,201.1831037332354,-164.3293828557309,151,557,2.0,3.5
62,3,7,34.07643312101911,1.1630907234052132,1.222090964829362,-0.04852035571250312,1.5067780141077345,-0.6696519147856413,0.07199777435955368,0.7658536585365854,0.39735945817553503,0.01284970812610721,161.2252475095276,-138.61794636062777,107,314,2.0,2.3333333333333335
63,4,7,43.722943722943725,1.2959140221628405,1.4049903516913191,-0.03046580279826053,1.602515141265207,-0.9607357996556481,0.15999296672100274,0.5566265060240964,0.6039581643271367,0.01607436769560732,161.8540292677859,-124.89565395523425,101,231,2.0,1.75
64,5,7,44.559585492227974,1.0837541330586329,1.079909319641696,-0.029552561982044357,1.5078667324187895,-1.118270495075906,0.051925367952818484,0.4639423076923077,0.6591897627118756,0.0156453008546257,129.6765389880159,-119.65494297312192,86,193,2.0,1.4
65,6,7,51.87500000000001,1.2007952548520695,1.2376310772863868,-0.020407716830916797,1.7628051972299028,-1.5824235093300598,0.15291388219792038,0.3902439024390244,0.9050919968684715,0.01989696457427431,146.31283137008194,-121.84661021841461,83,160,2.0,1.1666666666666667
66,7,7,58.3941605839416,1.4316691648771331,1.5035570831403082,-0.015059058912881946,1.8186759590325778,-1.7829032882880933,0.3202086809502549,0.33578431372549017,1.1154689869848402,0.0210994618076805,145.49407672260622,-101.62548743242132,80,137,2.0,1.0
67,8,7,57.2463768115942,1.3390796927510837,1.3950159550220502,-0.015078270265839938,1.8233800392475537,-1.8232484451990585,0.26431423792617587,0.3325301204819277,1.15111729095747,0.02142469479084733,144.04702310055671,-107.57165826674444,79,138,2.0,0.875
